"","title","createdAt"
"43","除了抹黑就不會做別的事了嗎","2019-07-17T18:57:49.545Z"
"44","有多少人對這次總統大選感到很心累?","2019-07-17T18:38:41.643Z"
"45","很多人都有預知 未來的能力 但你沒有的話 請尊重對方","2019-07-17T18:13:41.075Z"
"46","政治認同比一比","2019-07-17T18:05:07.294Z"
"47","兩岸關係對台灣國際影響!?","2019-07-17T17:40:35.252Z"
"48","志祺訪問韓國瑜","2019-07-17T17:28:00.490Z"
"49","蘇貞昌抹黑事件","2019-07-17T17:26:58.979Z"
"50","為了趕快發大財","2019-07-17T17:13:08.738Z"
"51","剛剛遇到疑似嗑藥的人怎麼辦？","2019-07-17T17:08:38.194Z"
"52","剩國民黨要選？王浩宇：黃國昌確定不爭取連任汐止立委","2019-07-17T17:05:05.263Z"
"53","這種新聞","2019-07-17T16:46:42.919Z"
"54","關於臺中市政府交通局的宣導短片風波","2019-07-17T16:45:55.880Z"
"55","小英跟柯p","2019-07-17T16:37:54.956Z"
"56","選市長來當總統？","2019-07-17T16:33:28.309Z"
"57","柯文哲:如果有人可以出來 那我可以不要選總統","2019-07-17T16:01:37.851Z"
"58","做yee工的會不會感覺到相對剝奪感啊？","2019-07-17T15:58:45.514Z"
"59","#韓導 志祺七七訪談","2019-07-17T15:54:53.853Z"
"60","#新聞 韓國瑜出線中天生技漲停 不是買錯股 背後還有這層關係","2019-07-17T15:53:34.829Z"
"61","慟 石虎媽媽寶寶六天內連續遭路殺","2019-07-18T06:36:34.730Z"
"62","為什麼我們會黑韓","2019-07-18T06:27:12.275Z"
"63","社會為何對綠營特別寬容？","2019-07-18T06:26:33.090Z"
"64","#爆卦 PTT停權784個英粉帳號","2019-07-18T06:24:10.549Z"
"65","韓國瑜大顯神威！","2019-07-18T05:57:25.120Z"
"66","藍綠抗爭","2019-07-18T05:38:55.844Z"
"67","韓國瑜動作是不是為了曝光率","2019-07-18T05:22:52.603Z"
"68","阿伯等民弔電話是真的","2019-07-18T05:21:37.224Z"
"69","綠營再逼柯P怒譙髒話！　兩度連嗆蘇揆「有夠不要臉」","2019-07-18T05:08:40.394Z"
"70","唯一支持我大柯文哲","2019-07-18T05:00:31.292Z"
"71","論三民主義","2019-07-18T04:55:21.440Z"
"72","苗栗議員的智商…<U+0001F914>","2019-07-18T04:55:13.266Z"
"73","柯粉給我進來(轉PTT)","2019-07-18T04:36:15.789Z"
"74","川普白宮見中國法輪功學員 聽取陳述中共迫害.強摘器官","2019-07-18T04:35:02.802Z"
"75","截至7/18ptt多重帳號  英784:19韓","2019-07-18T04:34:12.700Z"
"76","民進黨那麼爛你們還投的下去？","2019-07-18T04:28:27.720Z"
"77","說個笑話","2019-07-18T04:27:53.654Z"
"78","韓國瑜：沒有颱風眼的我都沒聽過欸","2019-07-18T04:27:51.834Z"
"79","柯阿北怎麼了","2019-07-18T04:23:49.208Z"
"80","從和平協議看主權","2019-07-18T04:12:33.221Z"
"81","柯文哲再怒嗆蘇貞昌：有夠不要臉","2019-07-18T04:11:46.564Z"
"82","三腳督選總統？ 柯文哲火力全開：滿怨恨小英","2019-07-18T03:48:25.886Z"
"83","大家好，我<U+53CC>來了","2019-07-18T03:22:45.697Z"
"84","韓國瑜程度只到北農，蘇貞昌不要臉，王鴻薇回去多讀書","2019-07-18T03:17:33.000Z"
"85","蔡英文：任何政治人物都應該在現在崗位上做好自己的工作，才不會辜負人民給我們託付和期待","2019-07-18T03:14:55.869Z"
"86","關於政治媒體 我沒有一絲一毫的喜悅","2019-07-18T03:07:55.500Z"
"87","我們每天很努力的在做毒辣的事","2019-07-18T03:05:08.184Z"
"88","更//韓粉尷尬癌的瞬間","2019-07-18T03:00:26.275Z"
"89","我是中間選民 我投韓","2019-07-18T02:51:14.019Z"
"90","2020","2019-07-18T02:39:25.228Z"
"91","PTT清除異常帳號 網友抓包784小英網軍","2019-07-18T11:30:04.771Z"
"92","香港反對派煽動澳門群眾，遭到一片嘲諷","2019-07-18T11:23:58.880Z"
"93","最新民調","2019-07-18T10:41:09.090Z"
"94","中國→亞特蘭提斯","2019-07-18T10:30:51.634Z"
"95","可以幫我認證一下韓粉的智商？","2019-07-18T10:24:40.034Z"
"96","dpp到底多怕啊 看看熱門文章","2019-07-18T10:20:27.658Z"
"97","新聞 新新聞》專訪柯文哲：「我怨恨小英，韓市長讀的書只夠做北農董事長」","2019-07-18T10:14:33.190Z"
"98","#news 蔡英文籲做好自己工作　柯文哲回批：妳做好總統會有韓流？","2019-07-18T09:56:19.438Z"
"99","明年的總統大選","2019-07-18T09:54:11.946Z"
"100","#為他們祈禱。 日本動畫公司遭縱火","2019-07-18T09:49:33.412Z"
"101","黑完中天黑中時 2媒體系出同源","2019-07-18T09:40:25.880Z"
"102","大馬人也愛含粉？","2019-07-18T09:31:19.119Z"
"103","#新聞 澳洲電視台播放新疆紀錄片，稱「世界最大監獄","2019-07-18T09:27:49.119Z"
"104","#新聞 NCC調查：中天5月報導韓國瑜近7成","2019-07-18T08:51:28.040Z"
"105","人類為什麼不能繁殖石虎？","2019-07-18T08:48:26.654Z"
"106","柯文哲豁出去了！左嗆蔡英文做不好 右斥蘇貞昌不要臉","2019-07-18T08:45:14.484Z"
"107","#新聞 日本京都動畫遭縱火死傷慘重 傳20多人命危","2019-07-18T08:43:44.022Z"
"108","深圳動漫節禁止攜帶仿真刀具、遊戲槍支、頭盔等道具入場","2019-07-18T08:34:53.998Z"
"109","轉：苗140線 一週內連3起石虎「路殺」事件","2019-07-18T08:18:51.363Z"
"110","台科屏科雲科合作 拚台灣高教史最大併校","2019-07-18T08:14:45.361Z"
"111","#新聞 美曾重金懸賞3.1億 孟買160死恐攻案主謀被捕","2019-07-18T08:11:54.028Z"
"112","民進黨做不好可以換人做","2019-07-18T08:09:22.871Z"
"113","蘇揆指示研發 國軍「救災裝」首曝光","2019-07-18T08:09:00.228Z"
"114","如何看待張珮歆現象？","2019-07-18T07:33:35.118Z"
"115","韓國<U+0001F41F>","2019-07-18T07:27:24.153Z"
"116","盧秀燕又秀下限<U+0001F644>","2019-07-18T07:25:32.353Z"
"117","單一訊息接收對民眾的可怕影響-以韓流為例","2019-07-18T07:09:53.703Z"
"118","日京都動畫遭縱火逾10死 上班族馳援救人","2019-07-18T06:48:16.595Z"
"119","「不滿蔡英文」喜樂島將正式組黨 獨派樂見卻也擔憂","2019-07-18T06:40:40.496Z"
"120","日前苗栗縣議會審查「苗栗縣石虎保育自治條例」，以壓倒性25比9的比例，慘遭反對方輾壓","2019-07-18T06:40:11.530Z"
"121","常駐時事版的有哪些同學？","2019-07-18T16:02:05.335Z"
"122","要多多注意自己的戶頭唷！","2019-07-18T15:45:00.836Z"
"123","蔡英文出國大撒幣55億，高雄要5000萬都分期","2019-07-18T15:37:15.559Z"
"124","淡江藍頭到底是不是買帳？","2019-07-18T15:37:10.890Z"
"125","關於KMT候選人","2019-07-18T15:33:15.988Z"
"126","追責太陽花施暴員警　基層無奈：難道只有挨打的分？","2019-07-18T15:32:38.308Z"
"127","<U+0001F4E3>Dcard乾淨運動","2019-07-18T15:30:19.479Z"
"128","日本京都動畫遭縱火三十餘人死亡三十餘人輕重傷，縱火犯已遭拘留。蔡英文總統Twitter發文關切哀悼致意。","2019-07-18T15:20:29.547Z"
"129","台灣已經具備自行發射衛星能力","2019-07-18T15:02:49.742Z"
"130","挺台遭批傷中捷關係 布拉格市長：中國非可信賴夥伴","2019-07-18T15:02:24.598Z"
"131","兒遭酒駕撞碎頭骨！61歲父淚賣「20元饅頭」養家：爸爸走了怎辦？","2019-07-18T14:57:27.109Z"
"132","視察鳥松神農路清疏狀況","2019-07-18T14:55:57.712Z"
"133","郭董的歷史定位…","2019-07-18T14:51:16.621Z"
"134","更新）台灣是羅馬機場可以快速通關的八個國家之一？","2019-07-18T14:41:26.999Z"
"135","TVBS民調：韓48% 蔡44%","2019-07-18T14:39:41.486Z"
"136","柯文哲出來選對韓國瑜是助力還是阻力？","2019-07-18T14:10:56.687Z"
"137","颱風轉向是因為他？？？","2019-07-18T14:08:47.625Z"
"138","Google 已正式結束備受爭議的「Dragonfly」計畫","2019-07-18T14:00:01.022Z"
"139","慈善喬官王大賽：民進黨副秘書長林飛帆升官誌喜","2019-07-18T13:43:15.805Z"
"140","金融時報證實，中國干涉台灣媒體報導","2019-07-18T13:28:47.260Z"
"141","警察局長積極查賄疑被降調","2019-07-18T13:06:31.367Z"
"142","林飛帆當民進黨副秘書長 林國慶：資深黨工情何以堪","2019-07-18T13:03:12.976Z"
"143","三分天下 大家怎麼看？","2019-07-18T12:49:53.124Z"
"144","英國《金融時報》：  國台辦只是旺中與台媒","2019-07-18T12:47:23.331Z"
"145","郭台銘落敗、恬娃哭到崩潰送醫","2019-07-18T12:45:13.668Z"
"146","藍委行文教育部索蔡英文升教授資料......","2019-07-18T12:16:28.891Z"
"147","柯文哲幕僚指8億預算被卡","2019-07-18T12:11:55.377Z"
"148","為什麼支持送中？","2019-07-18T12:03:34.104Z"
"149","韓國瑜的總統命","2019-07-18T11:59:20.919Z"
"150","郭黑去哪了？","2019-07-18T11:40:54.376Z"
"151","「抖音」疑設「後門」直通中國政府 印度IT部要求解釋","2019-07-19T03:03:57.702Z"
"152","保護主權文理組缺一不可","2019-07-19T03:01:55.838Z"
"153","轉傳蘇貞昌丟筆影片 顏正義恐遭刑事局約談","2019-07-19T02:51:49.459Z"
"154","中央社針對親中媒體報導聲明","2019-07-19T02:36:48.749Z"
"155","太陽花學運","2019-07-19T02:23:48.881Z"
"156","【章瑩穎案】陪審團無法達死刑共識　兇手被判終身監禁","2019-07-19T02:16:52.956Z"
"157","本院(臺灣臺北地方法院)103年度自字第61號被告黃昇勇殺人未遂等案件新聞稿","2019-07-19T01:59:18.696Z"
"158","太陽花警察局長殺人未遂案無罪 合議庭：檢察官要重查警察施暴","2019-07-19T01:46:58.001Z"
"159","人力銀行又個資外洩？","2019-07-19T01:44:00.595Z"
"160","教你如何一眼識破黨工文","2019-07-19T01:36:01.336Z"
"161","辣台姨和辣台嬤選一個","2019-07-19T01:18:22.166Z"
"162","謝龍介秀國安機密資料？「未來選戰絕對難打」","2019-07-19T01:03:34.169Z"
"163","東海大學2019指考落點預測上線啦～","2019-07-19T00:43:11.531Z"
"164","PTT異常帳號 784個屬蔡網軍","2019-07-19T00:33:57.022Z"
"165","蔡英文：這就是蔡英文的工作。","2019-07-18T23:17:01.188Z"
"166","梅伊籲續關注香港 陸外交部：希望英方醒一醒","2019-07-18T22:52:21.532Z"
"167","日本京都動畫燒5小時33死35傷 縱火犯遭拘留","2019-07-18T22:18:57.910Z"
"168","<U+0001F56F><U+FE0F>國旗墜落","2019-07-18T21:57:48.284Z"
"169","關於核四重啟","2019-07-18T20:52:31.775Z"
"170","水煮青蛙","2019-07-18T18:12:08.294Z"
"171","偉哉我大韓粉","2019-07-18T18:00:13.223Z"
"172","盤點2018民進黨慘敗的因素有改善嗎?","2019-07-18T17:40:39.940Z"
"173","成大粉頭的邏輯","2019-07-18T17:37:48.155Z"
"174","高雄政府是在發送存摺是嗎？","2019-07-18T17:17:35.113Z"
"175","辟辟謠：蔡英文出國金援55億是真的，高雄要5000萬還沒到賬也是真的","2019-07-18T16:55:28.508Z"
"176","聽阿北一席話，勝過看十年政論節目","2019-07-18T16:42:20.462Z"
"177","請教懂的人，非只是粉絲一昧非理性護航，張珮歆到底背後有什麼勢力","2019-07-18T16:39:20.660Z"
"178","資訊不對稱","2019-07-18T16:19:07.725Z"
"179","韓粉的邏輯=>看圖說故事","2019-07-18T16:18:17.672Z"
"180","台灣銀行不安全？要多多注意自己的戶頭唷！","2019-07-18T16:07:03.156Z"
"181","台中國際動漫博覽會！","2019-07-19T06:31:05.586Z"
"182","笑死<U+0001F602>原來整天說人網軍的自己就是網軍","2019-07-19T06:11:08.980Z"
"183","林飛帆對於民進黨的幫助","2019-07-19T05:51:57.248Z"
"184","我，大陸人，立貼為證","2019-07-19T05:43:23.914Z"
"185","#討論 柯P是不是很中二？","2019-07-19T05:25:55.587Z"
"186","柯P酸蘇：再講 我就問候他保安宮","2019-07-19T05:17:05.890Z"
"187","「抖音」疑設「後門」直通中國政府 印度IT部要求解釋","2019-07-19T05:00:01.848Z"
"188","日本動畫縱火事件","2019-07-19T04:57:02.207Z"
"189","跟同學閒聊到2020總統大選","2019-07-19T04:46:32.510Z"
"190","台<U+6E7E>一定要接收香港暴<U+4E71>分子啊！！","2019-07-19T04:44:25.263Z"
"191","石虎：498-3","2019-07-19T04:38:04.706Z"
"192","#更新：7月9日開始，羅馬F機場入出境皆可以快速通關","2019-07-19T04:34:06.972Z"
"193","關於妄中的看法","2019-07-19T04:32:53.444Z"
"194","[新聞]柯P：台灣只有草包跟菜包可以選","2019-07-19T04:32:08.163Z"
"195","香港警隊內部已經默認定性示威者為暴徒","2019-07-19T04:25:51.434Z"
"196","6歲堂妹跌倒昏迷！12歲堂哥怕被打…竟拿木板狠狠敲死","2019-07-19T04:21:53.938Z"
"197","眼睛<U+0001F440>好利！農田外的秋行蟲<U+22EF><U+22EF>","2019-07-19T04:14:43.606Z"
"198","我在香港見到蔡英文了","2019-07-19T04:10:57.349Z"
"199","5月電視新聞報導觀測 韓國瑜曝光率居冠","2019-07-19T04:05:40.037Z"
"200","阿波羅11號升空50年 88歲太空人現身","2019-07-19T04:03:49.916Z"
"201","剛果伊波拉疫情 WHO：國際公衛緊急事件","2019-07-19T04:01:20.384Z"
"202","福衛7號成功觀測到第一筆大氣、電離層資料","2019-07-19T03:59:44.629Z"
"203","蘇丹軍方、文人簽署協議 為還政於民鋪路","2019-07-19T03:58:28.166Z"
"204","韓國瑜政績終於出來了？(非韓粉，求打臉)","2019-07-19T03:45:41.167Z"
"205","#民調 寧願蔡英文當選也不要韓<U+0001F41F>","2019-07-19T03:45:14.763Z"
"206","地下道監視器中國製造 中市府稱將全面汰換","2019-07-19T03:36:00.097Z"
"207","韓粉圖出處…照片是……","2019-07-19T03:34:43.715Z"
"208","只有韓國瑜在清淤","2019-07-19T03:30:37.154Z"
"209","太陽花嗜血施暴警，跟鐵路警察不一樣(圖慎入","2019-07-19T03:23:55.605Z"
"210","嚇死人的台女新聞","2019-07-19T03:21:46.693Z"
"211","糕熊蒸蚌：）","2019-07-19T09:48:27.238Z"
"212","高雄發大水","2019-07-19T09:48:01.866Z"
"213","高雄鳥松神農路遇大雨還是淹水 驚現人孔蓋噴泉","2019-07-19T09:37:10.394Z"
"214","ISIS又重出江湖了...","2019-07-19T09:30:07.026Z"
"215","說好的不淹水呢","2019-07-19T09:29:46.543Z"
"216","京都動畫遭縱火33死 嫌犯當場遭逮","2019-07-19T09:28:23.642Z"
"217","京阿尼縱火案懶人包！","2019-07-19T09:26:19.096Z"
"218","亞太棒訓中心修草皮發現秋行軍蟲","2019-07-19T09:26:15.454Z"
"219","高雄淹水了，市長放假去了ㄇ","2019-07-19T09:23:53.084Z"
"220","淹水淹起來 高雄發大財","2019-07-19T09:23:26.832Z"
"221","柯文哲如何與中共交手","2019-07-19T09:20:51.727Z"
"222","大家可以理性點？","2019-07-19T08:55:29.312Z"
"223","高雄變水都了","2019-07-19T08:45:41.239Z"
"224","#轉發#柯p爆氣！!","2019-07-19T08:40:54.654Z"
"225","零災害","2019-07-19T08:40:52.956Z"
"226","高雄水樂園開幕囉","2019-07-19T08:38:12.366Z"
"227","柯p  還是原來的柯p嗎?","2019-07-19T08:36:41.322Z"
"228","怎麼都沒人討論林飛帆？","2019-07-19T08:32:52.161Z"
"229","#討論 有多少人覺得中國背後支持韓國瑜打選戰","2019-07-19T08:13:21.261Z"
"230","高科大合併所花的時間","2019-07-19T08:09:56.981Z"
"231","要綠營不抹黑抹紅會死嗎？","2019-07-19T08:00:00.974Z"
"232","好正義，好愛國，真夠惡心！","2019-07-19T07:58:45.129Z"
"233","仁武阿鴻下雨直播中","2019-07-19T07:58:40.148Z"
"234","馬英九和蔡英文的貢獻","2019-07-19T07:50:38.220Z"
"235","誰想消滅中華民國？ 韓國瑜：一個是中共、一個是台獨","2019-07-19T07:28:08.906Z"
"236","蔡英文用嘴巴與覺青保衛台灣主權","2019-07-19T07:23:39.853Z"
"237","爆卦！一起挺旺中 這絕對不是洗腦大會","2019-07-19T07:22:15.667Z"
"238","#有圖 拜託幫我找到阿嬤<U+0001F64F><U+0001F3FB>","2019-07-19T07:13:51.479Z"
"239","科系會影響政治立場嗎","2019-07-19T06:51:08.784Z"
"240","喜樂島聯盟7/20組黨　喊推賴清德選總統","2019-07-19T06:35:57.087Z"
"241","旺中集團不滿遭抹紅 大動作提告國內外媒體","2019-07-19T12:59:25.946Z"
"242","台灣？中華民國？","2019-07-19T12:54:47.381Z"
"243","高雄淹水到底是不是清淤破功？ 學者：可以從這點來斷定","2019-07-19T12:47:23.095Z"
"244","給我不支持柯文哲的理由","2019-07-19T12:40:32.212Z"
"245","#問卦  小魏考上台大醫科了嗎","2019-07-19T12:21:44.359Z"
"246","好奇！167噸淤泥","2019-07-19T12:20:53.897Z"
"247","說好的清淤呢，高雄發大水","2019-07-19T12:10:27.195Z"
"248","我愛柯 但請柯不要參與競選","2019-07-19T12:05:47.664Z"
"249","中天中時開告囉","2019-07-19T12:01:05.259Z"
"250","韓粉們看的到淹水嗎？","2019-07-19T12:00:57.996Z"
"251","高雄市政府到底跑哪去了？","2019-07-19T11:53:15.861Z"
"252","知道高雄為什麼淹水嗎？","2019-07-19T11:50:53.651Z"
"253","玩水瞜","2019-07-19T11:47:04.767Z"
"254","高雄淹水新聞讓同學高潮","2019-07-19T11:44:41.108Z"
"255","剛下班就被困在南科","2019-07-19T11:41:29.524Z"
"256","玩水","2019-07-19T11:36:52.874Z"
"257","更/韓市長：時雨量過大才淹水？","2019-07-19T11:21:12.602Z"
"258","高雄暴雨的原因","2019-07-19T11:16:31.687Z"
"259","1450義勇軍開始痛罵韓市長了！民進黨撿到核彈了？","2019-07-19T11:15:26.081Z"
"260","淹水怪誰？","2019-07-19T11:13:14.176Z"
"261","請好好想想","2019-07-19T11:07:41.691Z"
"262","高雄淹水中天新聞","2019-07-19T11:02:24.581Z"
"263","吃辦桌遇暴雨積水 她直呼「是真的流水席了」","2019-07-19T10:41:57.682Z"
"264","#新聞 你跟我說中天沒有立場？","2019-07-19T10:41:01.192Z"
"265","韓流來襲！！！注意淹水！！！","2019-07-19T10:36:06.145Z"
"266","韓粉再度刷新世界觀","2019-07-19T10:22:11.237Z"
"267","市長換人當，突然有智商？","2019-07-19T10:19:24.449Z"
"268","我是不太懂這有什<U+9EBD>好嘴的","2019-07-19T10:18:50.047Z"
"269","塞子是不是忘記拔了","2019-07-19T10:07:41.704Z"
"270","為了2020衝吧！！","2019-07-19T10:00:51.281Z"
"271","假借美國媒體，真黑韓國瑜大揭密!!","2019-07-19T17:47:29.585Z"
"272","蔡政府限縮新聞自由 陳學聖重提姚文智關TVBS","2019-07-19T17:37:05.747Z"
"273","崩潰的韓黑請進","2019-07-19T17:27:52.255Z"
"274","淹水議題不要政治化了 解決問題才是重點","2019-07-19T17:14:22.716Z"
"275","市長生氣了？網友貼出淹水照片 傳遭韓國瑜粉專封鎖！","2019-07-19T16:58:38.012Z"
"276","#討論 蔡英文跟韓國瑜其實是一丘之貉","2019-07-19T16:20:00.463Z"
"277","支持磕文折！肯定菜陰蚊！票投吳郭魚！","2019-07-19T16:19:28.474Z"
"278","五毛假裝台灣人露餡就趕緊刪留言<U+0001F602>","2019-07-19T16:19:22.723Z"
"279","美國批中國侵犯人權是 ""世紀汙點""","2019-07-19T16:13:17.798Z"
"280","旺中媒體濫訴，打壓質疑言論","2019-07-19T15:45:47.943Z"
"281","雨炸高雄！時雨量破去年紀錄 韓國瑜：慶幸林園水退得快","2019-07-19T15:41:32.299Z"
"282","今周刊: 核四重大工安意外列表","2019-07-19T15:34:45.651Z"
"283","闢謠？造謠？羅馬機場到底能不能快速通關啊？","2019-07-19T15:33:03.793Z"
"284","壹週刊:核四主控室火災, 處理器燒毀","2019-07-19T15:25:04.121Z"
"285","豬隊友來報到！韓國瑜Line帳號關心市民.. <U+FFFC>.「竟連到色情網站」　<U+FFFC>","2019-07-19T15:13:03.252Z"
"286","關於郭董提出0-6歲國家養","2019-07-19T15:02:14.168Z"
"287","連老天都幫助韓市長","2019-07-19T14:54:38.090Z"
"288","陳其邁FB","2019-07-19T14:35:32.593Z"
"289","長照2.0與柯文哲的石頭湯計畫","2019-07-19T14:17:16.843Z"
"290","「畢業總要找份工作」到底哪裡毒辣？","2019-07-19T14:13:44.078Z"
"291","中國人平常只能吃粗糧之類的東西?","2019-07-19T14:13:20.015Z"
"292","當災害發生的時候","2019-07-19T14:02:39.619Z"
"293","考驗來了,高雄時雨量破百!!","2019-07-19T14:02:08.338Z"
"294","【日本千葉縣組織小學生觀摩宰殺鯨魚，校長稱培養傳統自豪感】","2019-07-19T13:53:46.107Z"
"295","核四主控室起火爆炸,電纜設計錯誤,違法變更設計?","2019-07-19T13:41:35.970Z"
"296","公車站詐騙","2019-07-19T13:17:09.415Z"
"297","幫高調！！！","2019-07-19T13:14:27.870Z"
"298","連華視都變成三流新聞台了嗎？","2019-07-19T13:13:04.475Z"
"299","承認吧！你只是不懂滿足又只會抱怨的Loser","2019-07-19T13:07:47.952Z"
"300","為什麼都沒有人砲民進黨？","2019-07-19T13:06:17.519Z"
"301","看得出來韓國瑜對於高雄的淹水真的很憤怒","2019-07-20T05:27:23.958Z"
"302","正面樂觀的宗教頻道","2019-07-20T05:22:02.331Z"
"303","#新聞 河南氣化廠爆炸】事故釀10死19重傷　衝擊波致附近房屋坍塌","2019-07-20T05:14:21.916Z"
"304","金融時報賣日本 他：和黑中天的電視台同老闆","2019-07-20T05:08:49.358Z"
"305","#分享 為什麼高雄市長換人市政會立刻崩潰？","2019-07-20T05:05:03.343Z"
"306","致時政板的部分同學","2019-07-20T04:58:14.618Z"
"307","票投韓國瑜！","2019-07-20T04:51:57.175Z"
"308","王浩宇何不追殺李佳芬農舍 詹江村找到「解答」了？","2019-07-20T04:40:15.950Z"
"309","副市長>市長？","2019-07-20T04:39:37.602Z"
"310","高雄淹水，黨工大喜","2019-07-20T04:35:40.368Z"
"311","為什麼要罵韓國魚？？","2019-07-20T04:29:13.509Z"
"312","黑韓的~看到了嗎？","2019-07-20T04:27:26.930Z"
"313","朝聖含粉邏輯","2019-07-20T04:27:19.253Z"
"314","ITS SCIENCE!","2019-07-20T04:15:51.014Z"
"315","英油輪在荷莫茲海峽遭伊朗扣押 英外相：無法接受","2019-07-20T04:13:48.424Z"
"316","誰最希望蔡英文落選？","2019-07-20T04:04:02.923Z"
"317","聽說今年水退很快","2019-07-20T03:59:53.183Z"
"318","媒體標題誤導人","2019-07-20T03:56:35.468Z"
"319","影／最接地氣局長大仁哥遭拔官！　基層怨政治力凌駕警察專業","2019-07-20T03:54:59.187Z"
"320","看到針對韓粉韓國瑜文章","2019-07-20T03:17:49.367Z"
"321","高雄淹水是一天兩天的事嗎？","2019-07-20T02:59:16.234Z"
"322","我發這篇文大概會被砲轟吧...","2019-07-20T02:55:41.667Z"
"323","韓粉起手式","2019-07-20T02:27:46.055Z"
"324","中國瑜","2019-07-20T02:27:39.641Z"
"325","韓國瑜才說清淤成功，高雄豪雨機車滅頂4萬停電","2019-07-20T02:27:27.778Z"
"326","我討厭國民黨，但真的要投民進黨嗎？","2019-07-20T00:47:14.971Z"
"327","網軍 五毛帳號抓到集中處","2019-07-19T19:48:57.310Z"
"328","水上樂園要你命只需要一口水","2019-07-19T19:44:05.105Z"
"329","僅僅只是一票","2019-07-19T18:49:55.383Z"
"330","該不該清呢 清也被罵不清也被罵 綠綠真難懂","2019-07-19T18:45:28.676Z"
"331","河南氣化廠鍋爐爆炸 2死18重傷12失聯","2019-07-20T08:11:31.737Z"
"332","真的不誇張，第一次淹水","2019-07-20T08:09:43.431Z"
"333","氣炸！高雄淹水陳其邁漏夜勘災 韓國瑜竟現身廚藝展飯局","2019-07-20T07:58:10.176Z"
"334","臺灣的司法？阿扁？","2019-07-20T07:55:04.382Z"
